SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,1,1,-0.5489205190561197,1,0,-1.497571466169742,-0.8577590916074621,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,1,0,0.8350744654560759,1,1,1.3661672742586346,1.5227785333446333,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,1
0,1,1,-1.2002122764736234,0,0,-0.817309077076095,-0.9683338082542393,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0
0,0,0,-0.7931549280876836,1,1,0.4934404043482487,-0.5817830279765474,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1
0,1,0,-0.3453918448631497,1,0,0.31424933600162985,-0.257320828673137,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,0
1,0,0,-1.1595065416350294,1,1,0.7937513614847123,-0.8454949514079485,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1
1,0,0,-0.019745966154397852,1,1,0.48348534499565887,0.16044975751494467,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
0,0,0,0.26519417771576004,0,1,-0.817309077076095,-0.29352088471821286,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0
0,1,0,1.6084834273893616,1,1,1.4872871630484792,2.3955947937332716,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,0,1.1200146093262338,1,1,1.359530568023575,1.7977673227197735,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,1
0,0,1,-1.1595065416350294,1,1,-1.3100845150292975,-0.9719757532866531,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,0,1.6084834273893616,1,0,-1.3333129868520075,-0.22893120896263514,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,1,0,-0.9559778674420595,0,1,-0.5369082386448113,-0.8148894494789298,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
0,0,0,-0.1418631706701798,0,0,-0.8438559020163349,-0.5338234385737983,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0
0,0,0,-0.5896262538947137,1,0,-1.3664965180273074,-0.8226560069576916,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
1,1,1,1.6084834273893616,1,1,0.8169798333074222,1.8207598431653729,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,0,0,-1.2409180113122174,1,0,-1.4892755833759168,-0.9901854784487216,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,1,0,1.5677776925507676,1,1,1.482309633372184,2.4373894038944046,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0
0,1,0,-0.9966836022806536,1,1,-1.5058673489635668,-0.938210973739155,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
1,1,1,1.6084834273893616,1,1,0.7672045365444724,1.8105799486169392,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,1,1,1.5677776925507676,1,1,0.19644780032931503,1.1733492650840736,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,0
0,0,0,0.46872285190873,1,1,1.3645080976998696,0.9703656780967755,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0
0,1,1,0.590840056424512,1,0,-1.3399496930870676,-0.4997295676077087,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,0,-0.22327464034736777,1,1,1.512174811429954,0.2449604338092672,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0
0,0,0,-1.2816237461508113,1,0,-0.5037247074695115,-0.9870920191139605,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,1,1,0.5501343215859179,1,0,-1.3266762806169474,-0.49733816996594304,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,0,-0.8745663977648716,0,0,-1.003136851657774,-0.8406243984127929,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0
1,1,0,0.346605647392948,1,1,1.1571110278542456,0.8600103557290595,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1
0,1,0,1.4863662228735797,1,1,-0.1154773927185032,0.8038015414336142,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,0
0,0,0,-0.7931549280876836,1,1,-1.4925939364934466,-0.8975572138291396,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
0,1,1,0.5094285867473239,1,1,-1.4909347599346818,-0.6199795719610789,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,0,-0.3453918448631497,1,0,-1.3382905165283026,-0.7488737109094551,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0
0,0,0,1.3235432835192036,1,0,-1.3001294556767078,-0.282836383327939,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,1,0,-1.2816237461508113,1,1,-0.5103614137045716,-0.9871797768255848,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
0,1,1,0.7536629957788878,1,1,0.38061639835222955,0.7314453081992748,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,0
0,0,0,-0.8745663977648716,1,0,-1.4909347599346818,-0.9159205149865508,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,0,-1.1188008067964355,1,1,1.0393094921819312,-0.7840645532708501,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,0,0,-0.9966836022806536,1,1,-1.5008898192872717,-0.9348103624137084,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
0,1,0,1.5677776925507676,1,0,0.5133505230534289,1.5040861407686303,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0
0,0,0,-0.7117434584104956,1,1,0.9646465470375066,-0.3483475150555732,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0
0,1,0,-0.1825689055087738,1,0,-1.4743429943470319,-0.7618618522298702,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,0,-0.6710377235719016,1,1,0.3258635719129846,-0.5133758917653071,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0
0,1,1,0.8350744654560759,1,0,-0.025881858545193533,0.5231304402307928,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0
0,1,1,-0.7524491932490895,1,0,-0.18184445506910288,-0.66629370427087,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0
0,0,0,0.6722515261016999,1,0,1.1853170293532507,1.148930681824577,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0
0,1,0,1.5677776925507676,0,1,-0.5933202416428212,0.4231085884068527,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,0
0,1,1,0.5094285867473239,1,0,-1.462728758435677,-0.6174565377518766,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,1,0,0.8350744654560759,1,1,1.1106540842088262,1.250619930169381,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,1
0,0,0,-0.2639803751859618,0,1,-0.6795974226986006,-0.48948385477555695,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,0
0,1,0,1.4049547531963917,1,0,0.704155827311403,1.5728443078263687,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,1,0,-1.2409180113122174,1,1,0.634470411843273,-0.9501021436642647,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
1,0,0,-0.6303319887333076,1,1,0.5880134681978536,-0.36388063001309673,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
1,0,0,-0.7931549280876836,1,1,0.5664441729339085,-0.5143192871652695,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
0,0,1,1.5677776925507676,1,0,1.3860773929638146,2.2303250833165706,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,0
0,1,0,1.4456604880349857,1,0,-0.2216646924794628,0.7355699206456227,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0
0,1,1,-1.2816237461508113,1,0,-1.5008898192872717,-1.0002776152855306,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,1,-0.9152721326034655,1,1,-1.4925939364934466,-0.9126076613727286,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0
0,1,1,0.346605647392948,1,0,0.44864263726159415,0.3629287376604023,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,0
1,1,0,-0.06045170099299184,0,1,-0.4821554122055666,-0.31559194919175615,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,0
0,0,0,-0.8745663977648716,1,1,0.14667250356636527,-0.6963945993580481,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
0,0,0,-1.2816237461508113,1,1,-1.3250171040581826,-0.9979520359274833,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,1,-0.4268033145403377,1,0,-1.4859572302583868,-0.8191456984927146,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0
0,0,0,0.9978974048104517,1,1,0.8468450113651922,1.2858546513865883,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,0
0,1,0,-0.8338606629262776,1,1,-0.4539494107065617,-0.7403392734539798,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
0,0,0,1.4049547531963917,1,1,-1.3051069853530026,-0.22333665484657794,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,1,0,-0.1418631706701798,0,0,-1.034661206274309,-0.566074397595775,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0
0,1,1,-1.1595065416350294,1,1,-1.4743429943470319,-0.9748717577702591,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0
0,0,0,-0.30468611002455576,0,1,-0.5535000042324613,-0.44121711338212244,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0
0,1,1,1.6084834273893616,0,0,-0.30794187353524244,0.6935997950612409,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0
0,1,1,1.6084834273893616,1,1,0.8120023036311275,1.7890354304131428,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0
0,0,0,-0.9559778674420595,0,0,-0.8023764880472101,-0.8512211420914423,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0
0,1,1,0.8350744654560759,1,0,0.1582867394777205,0.6084748147855474,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,0
0,1,0,1.4456604880349857,1,1,1.522129870782544,2.305511502750798,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0
1,0,0,0.9978974048104517,1,1,-0.3792864655621371,0.3231525548666312,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,0
0,1,1,-0.7117434584104956,1,1,-1.3167212212643575,-0.8356660877060128,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0
0,1,1,-0.38609757970174374,1,1,-1.5025489958460367,-0.8107867764604879,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,1,1,-0.8338606629262776,1,1,-1.3582006352334823,-0.8906024151829036,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,1,0,0.1023712383613841,0,0,-0.39090070147349204,-0.16166492300251226,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0
0,1,0,-0.5489205190561197,1,0,0.8202981864249524,-0.2361931595995564,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1
0,0,0,-0.9966836022806536,1,0,0.6494030008721581,-0.7181585118409058,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,0,0,0.8350744654560759,1,0,-1.5025489958460367,-0.5797865400370916,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,0,-0.7931549280876836,1,1,-1.477661347464562,-0.898500609229102,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0
1,0,0,-1.2816237461508113,1,1,0.3441145140593994,-0.9758809714539399,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
0,1,1,-0.38609757970174374,1,0,0.6859048851649877,-0.1890892078851455,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
1,0,0,-0.7524491932490895,0,1,-0.6165487134655309,-0.7137486868317785,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,0,0,-0.10115743583158582,1,1,-0.30794187353524244,-0.2832312930302489,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0
0,1,1,-0.9966836022806536,1,1,-1.4959122896109767,-0.9445953472598321,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,0,-0.6710377235719016,1,1,0.21469874247573031,-0.4770661385807006,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,0
1,1,0,1.0386031396490458,1,1,1.127245849796476,1.5275832680560706,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,0,0,-1.0373893371192475,1,1,1.1571110278542456,-0.7135073531248113,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
1,0,0,-1.0780950719578415,1,1,1.1056765545325309,-0.7629368841972695,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,1
0,1,0,1.5677776925507676,1,0,0.5614666432576133,1.5906371838582207,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,0,0,-1.2816237461508113,1,1,-0.6646648336697157,-0.9892201436208528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,1,0,0.9978974048104517,1,1,1.26495750417397,1.5912295484116858,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,0
0,0,0,-1.2816237461508113,1,0,-1.5141632317573919,-1.0004531307087794,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,1
0,0,0,-0.38609757970174374,1,1,-1.480979700582092,-0.8024278544282614,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0
0,0,0,0.26519417771576004,1,1,-0.2100504565681078,-0.0328366023378544,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0
0,0,0,0.590840056424512,1,0,1.1886353824707805,1.039869785703321,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,0
1,1,0,-0.8745663977648716,1,0,-1.4925939364934466,-0.9146919070238088,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1
0,0,1,0.346605647392948,1,1,0.7821371255733575,0.5904844839025399,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0
0,0,0,-1.2002122764736234,1,0,0.20474368312314,-0.9153062110051797,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,0
0,0,0,-0.1418631706701798,1,1,0.3457736906181643,-0.024324104310284998,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,0
0,1,1,1.4863662228735797,1,1,1.3329837430833347,2.165625710421463,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
1,0,0,0.22448844287716607,1,1,-0.25816657677229266,-0.021362281542960607,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1
0,1,0,-0.6710377235719016,1,1,0.29599839385521454,-0.4454294835400949,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,1,0,0.428017117070136,1,1,0.4602568731729489,0.5094182977894761,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,0
0,0,0,-1.0780950719578415,0,1,-0.5203164730571613,-0.8967673944245197,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,0
0,1,0,-0.30468611002455576,1,1,-1.2652867479426428,-0.6870484030700468,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0
0,0,0,-1.2816237461508113,1,1,0.1732193285066055,-0.9781407325282689,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
1,1,0,0.346605647392948,1,1,0.9828974891839214,0.6810504422989478,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,0,0,0.5094285867473239,1,1,1.2848676228791502,1.074380505799627,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0
0,0,0,-1.1188008067964355,1,1,0.6759498258123978,-0.8244331006180862,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0
0,1,0,0.5094285867473239,1,0,1.6050886987207935,1.199171971729561,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,0
1,1,0,0.46872285190873,1,0,1.3014593884668002,0.963718031441225,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0
0,1,1,1.1607203441648277,1,1,0.2943392172964497,1.01654817383913,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,1,1,0.7943687306174818,1,1,0.9397588986560317,1.0234152147737412,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0
0,0,0,-1.0780950719578415,1,1,0.4685527559667738,-0.8182681213764703,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,1,1,1.2828375486806096,1,1,-1.3449272227633626,-0.3293918493446971,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,1,1,-0.5489205190561197,1,0,-1.4859572302583868,-0.8388034258965861,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
1,0,0,1.5677776925507676,1,0,1.3545530383472797,2.230588356451444,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,0
0,1,0,0.5094285867473239,1,0,0.5465340542287288,0.6478780273049147,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1,1,0,0.7129572609402939,1,1,1.2267964433223755,1.3015194029115484,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0
0,1,0,1.4456604880349857,1,0,1.7809614139498826,2.497020768943203,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0
1,0,0,-1.2816237461508113,1,1,0.1566275629189556,-0.97836012680733,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
1,0,0,-0.8338606629262776,1,1,0.875051012864197,-0.5286676730158633,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,0,0,0.020959768684196134,1,1,0.8534817176002523,0.3028805234813886,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0
1,1,1,-0.019745966154397852,1,1,0.8767101894229619,0.26205124814812436,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0
0,1,1,1.5677776925507676,1,1,-1.5042081724048018,-0.4001245649139848,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
1,1,0,-0.6303319887333076,1,1,0.9165304268333218,-0.3004098650807303,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,1,1,-0.5489205190561197,1,1,-0.5302715324097512,-0.5896154037390274,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
1,1,0,0.8757802002946699,1,0,0.3009759235315097,0.7107564276838163,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
0,1,0,0.9978974048104517,0,1,-0.20507292689181286,0.4993919792363853,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,0
0,1,1,1.4456604880349857,1,0,0.5946501744329131,1.5257184166840514,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,0
0,1,1,0.8350744654560759,0,1,-0.5385674152035762,0.0859434603458066,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,0
0,0,0,0.631545791263106,1,1,1.4093058647865246,1.238246092830337,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,1
0,1,1,0.14307697319997809,1,0,-0.37430893588584213,-0.1579571596863803,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0
0,0,0,0.1023712383613841,1,0,-0.12377327551232817,-0.12204231620408376,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,0
0,1,0,1.4049547531963917,1,0,0.02389343821775623,0.887895368597721,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,0
0,0,0,0.8350744654560759,0,1,-0.618207890024296,0.10860688937281475,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0
0,1,1,-0.4268033145403377,1,1,0.3607062796470494,-0.3002343496574815,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1,0,0,-0.10115743583158582,1,1,0.3258635719129846,-0.08250746711727963,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0
0,0,0,0.7129572609402939,1,1,1.1703844403243657,1.2018924607899182,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,0
0,1,1,0.5094285867473239,1,0,-1.4793205240233267,-0.6011994216734516,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0
0,0,0,-0.1418631706701798,0,1,-1.3216987509406526,-0.696131326223175,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
0,0,0,-0.8338606629262776,1,1,-0.6480730680820658,-0.7812343670709623,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,0,0,-1.2002122764736234,0,1,-0.9317922596308794,-0.9612254336126609,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1
0,0,0,-1.2816237461508113,0,1,-0.9848859095113592,-0.9934544532067314,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
0,1,1,-1.2409180113122174,1,1,0.8169798333074222,-0.9275045329209749,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1
0,1,0,-0.22327464034736777,1,1,0.3706613389996392,-0.09036178230766582,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
1,1,0,0.9164859351332638,1,1,0.680927355488693,1.130040834397419,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,1
0,1,1,-1.2816237461508113,1,1,-1.4942531130522119,-1.000189857573906,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,1
0,0,1,-1.1595065416350294,1,0,0.5266239355235486,-0.8630464937328338,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
0,1,1,0.9164859351332638,1,1,-1.3034478087942378,-0.39988323120701763,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
0,1,1,-0.9966836022806536,1,1,-0.34942128750436724,-0.8004533059167118,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0
0,0,0,1.5270719577121736,1,1,1.6598415251600385,2.374686518938752,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,1,0,1.2828375486806096,0,0,-0.5667734167025811,0.37216523680887326,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,1
0,0,0,-0.8745663977648716,1,1,0.36402463276457964,-0.6287553431235215,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0
0,0,0,-1.2816237461508113,1,1,-0.5435449448798714,-0.987618565383707,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1
0,0,1,-1.2816237461508113,1,0,0.1599459160364854,-0.9783162479515178,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
0,0,0,-1.2816237461508113,1,1,0.4984179340245439,-0.9738406046586722,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
0,1,1,1.3642490183577978,1,1,-1.3017886322354726,-0.2565968275522355,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0
0,0,0,-0.7931549280876836,1,1,-0.4771778825292717,-0.7409316380074445,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0
0,1,0,1.6084834273893616,1,0,-1.3366313399695375,-0.2059167490891293,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0
0,0,0,1.6084834273893616,0,1,0.02223426165899086,0.9948062007841783,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
0,1,1,0.7943687306174818,1,0,0.6925415914000478,0.9363595648423103,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,0
0,1,0,-0.2639803751859618,1,0,0.695859944517578,-0.04514462139318027,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0
